,model_type,clf,date,parameters,train_set_size,validation_set_size,baseline,precision_at_5,precision_at_10,precision_at_20,precision_at_30,precision_at_40,precision_at_50,recall_at_5,recall_at_10,recall_at_20,recall_at_30,recall_at_40,recall_at_50,auc-roc
122,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",June,"{'max_depth': 5, 'n_estimators': 10}",80726,9618,0.3018299022665835,0.6291666666666667,0.5848074921956296,0.5091003640145606,0.47175043327556326,0.443462438263582,0.41443127469328345,0.10403031346882535,0.19359283499827765,0.337237340682053,0.4688253530830176,0.5876679297278677,0.6865311746469169,0.6915743053697756
123,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",April,"{'max_depth': 5, 'n_estimators': 50}",71211,5736,0.34309623430962344,0.7517482517482518,0.6527050610820244,0.5780296425457716,0.5331395348837209,0.506974716652136,0.47419804741980476,0.1092479674796748,0.19004065040650406,0.33689024390243905,0.4659552845528455,0.5909552845528455,0.6910569105691057,0.7085472792924585
124,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",May,"{'max_depth': 5, 'n_estimators': 50}",74857,6484,0.3431523750771129,0.7314814814814815,0.7037037037037037,0.6095679012345679,0.5573264781491003,0.5179328962591593,0.47624922887106724,0.10651685393258427,0.2049438202247191,0.3550561797752809,0.48719101123595504,0.6035955056179775,0.6939325842696629,0.7185617766474696
125,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",June,"{'max_depth': 5, 'n_estimators': 50}",80726,9618,0.3018299022665835,0.6854166666666667,0.631633714880333,0.5522620904836193,0.5147313691507799,0.4720561476475175,0.4335620711166563,0.11333103685842232,0.20909404064760592,0.36582845332414743,0.5115397864278333,0.6255597657595591,0.718222528418877,0.7237824172954826
126,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",April,"{'max_depth': 10, 'n_estimators': 10}",71211,5736,0.34309623430962344,0.8671328671328671,0.7818499127399651,0.6687009590235397,0.6017441860465116,0.5510026155187445,0.5132496513249651,0.12601626016260162,0.22764227642276422,0.38973577235772355,0.5259146341463414,0.6422764227642277,0.7479674796747967,0.767547479415877
127,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",May,"{'max_depth': 10, 'n_estimators': 10}",74857,6484,0.3431523750771129,0.9166666666666666,0.7962962962962963,0.6944444444444444,0.6200514138817481,0.5688391824141921,0.5293028994447871,0.13348314606741574,0.23191011235955056,0.4044943820224719,0.5420224719101123,0.6629213483146067,0.7712359550561798,0.7797227286038027
128,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",June,"{'max_depth': 10, 'n_estimators': 10}",80726,9618,0.3018299022665835,0.8229166666666666,0.736732570239334,0.641705668226729,0.574003466204506,0.524044710163764,0.47307132459970885,0.13606613847743712,0.24388563554943163,0.4250775060282466,0.5704443678952807,0.694454013089907,0.7836720633827076,0.7843394860222396
129,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",April,"{'max_depth': 10, 'n_estimators': 50}",71211,5736,0.34309623430962344,0.9790209790209791,0.9040139616055847,0.7776809067131648,0.6854651162790698,0.6142109851787271,0.5599721059972106,0.14227642276422764,0.2632113821138211,0.4532520325203252,0.5990853658536586,0.7159552845528455,0.8160569105691057,0.8334379800804377
130,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",May,"{'max_depth': 10, 'n_estimators': 50}",74857,6484,0.3431523750771129,0.9691358024691358,0.9182098765432098,0.8001543209876543,0.7012853470437018,0.6282298495950637,0.5687847008019741,0.14112359550561798,0.26741573033707866,0.46606741573033705,0.6130337078651685,0.7321348314606742,0.8287640449438203,0.8440017834011782
131,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)",June,"{'max_depth': 10, 'n_estimators': 50}",80726,9618,0.3018299022665835,0.95625,0.8668054110301769,0.7472698907956318,0.6454072790294627,0.5783727579932415,0.5121646912039926,0.15811229762314846,0.2869445401308991,0.4950051670685498,0.6414054426455391,0.7664485015501206,0.8484326558732346,0.8466211680781095
